id,average,rank,latitude,longitude,elevation,state,name,total19,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
USC00253467,9098.3,497,41.1586,-96.1922,378,NE,"GRETNA 4NE",10994,41.158521,-96.192065,1,rooftop,10210,"Spyglass Dr",Omaha,NE,"Sarpy County",68136,US,Sarpy
USS0006M22S,9083.9,498,37.02,-106.45,3060.2,CO,"Cumbres Trestle",12029,37.019145,-106.448455,0.97,nearest_street,3691,"State Hwy 17",Antonito,CO,"Conejos County",81120,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014839,9083.7,499,42.955,-87.9044,204.2,WI,"MILWAUKEE MITCHELL AP",11693,42.959167,-87.903651,0.95,nearest_street,389,"E Layton Ave",Milwaukee,WI,"Milwaukee County",53207,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005J39S,9080.1,500,40.31,-105.64,2895.6,CO,"Bear Lake",8948,40.309943,-105.63952,0.98,nearest_street,4827,"Bear Lake Rd","Estes Park",CO,"Larimer County",80517,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006K29S,9063.7,501,39.86,-106.42,3206.5,CO,"Elliot Ridge",9228,39.86,-106.42,0.09,nearest_place,,,Wolcott,CO,"Summit County",81655,US,"TIGER/Line® dataset from the US Census Bureau"
US1KSSG0003,9061.1,502,37.7248,-97.4786,413.9,KS,"MAIZE 3.4 SSW",10471,37.724802,-97.478752,1,rooftop,2335,"N Parkridge Ct",Wichita,KS,"Sedgwick County",67205,US,"City of Wichita"
USS0005R01S,9021.8,503,33.4,-105.79,3133.3,NM,"Sierra Blanca",10733,33.4,-105.79,0.09,nearest_place,,,"Sierra Vista",NM,"Lincoln County",88312,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010C22S,9007.6,504,46.91,-110.85,2258.6,MT,"Onion Park",9322,46.91,-110.85,0.09,nearest_place,,,Neihart,MT,"Meagher County",59465,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011G05S,8987.5,505,42.56,-111.3,2202.2,ID,"Slug Creek Divide",9260,42.56,-111.3,0.06,nearest_place,,,Georgetown,ID,"Bear Lake County",83239,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019K08S,8972,506,39.46,-119.94,2514.3,NV,"Big Meadow",11595,39.46,-119.94,0.13,nearest_place,,,Reno,NV,"Washoe County",89523,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011D19S,8960.6,507,45.27,-111.43,2706.6,MT,"Lone Mountain",8789,45.27,-111.43,0.16,nearest_place,,,"Big Sky",MT,"Madison County",59716,US,"TIGER/Line® dataset from the US Census Bureau"
USC00204161,8938.1,508,47.0083,-88.4317,198.1,MI,JACOBSVILLE,9906,47.007459,-88.433162,0.97,nearest_street,26684,"Kuusisto Rd","Lake Linden",MI,"Houghton County",49945,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L08S,8916.1,509,38.3,-119.55,2194,CA,"Leavitt Meadows",10248,38.3,-119.55,0.03,nearest_place,,,Walker,CA,"Mono County",96107,US,"TIGER/Line® dataset from the US Census Bureau"
US1SDMH0020,8903.6,510,43.5267,-96.6658,462.1,SD,"SIOUX FALLS 3.4 ESE",11380,43.526613,-96.665979,1,rooftop,2018,"S Gordon Dr","Sioux Falls",SD,"Minnehaha County",57110,US,"City of Sioux Falls"
USS0019L03S,8901.3,511,38.85,-119.94,2370.1,CA,"Hagan's Meadow",9872,38.85,-119.94,0.11,nearest_place,,,"South Lake Tahoe",CA,"El Dorado County",96158,US,"TIGER/Line® dataset from the US Census Bureau"
USS0016H04S,8899.5,512,41.53,-116.01,2566.4,NV,"Jacks Peak",9865,41.53,-116.01,0.05,nearest_place,,,"North Fork",NV,"Elko County",89801,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005K21S,8889.2,513,39.76,-105.91,3169.9,CO,"Jones Pass",8127,39.76,-105.91,0.09,nearest_place,,,Empire,CO,"Grand County",80438,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013961,8886.3,514,32.8192,-97.3614,209.4,TX,"FT WORTH MEACHAM FLD",8082,32.822221,-97.356861,0.94,nearest_street,298,"Aviation Way","Fort Worth",TX,"Tarrant County",76106,US,"TIGER/Line® dataset from the US Census Bureau"
USC00257800,8847.7,515,40.2039,-95.7064,332.2,NE,"SHUBERT 2SW",12840,40.20439,-95.705618,0.99,rooftop,64164,"716th Rd",Verdon,NE,"Richardson County",68457,US,Richardson
USS0013B25S,8840.1,516,47.68,-114,1499.6,MT,"Bisson Creek",7699,47.68,-114,0.06,nearest_place,,,Pablo,MT,"Lake County",59855,US,"TIGER/Line® dataset from the US Census Bureau"
USC00473930,8815.4,517,43.3194,-88.1681,275.2,WI,JACKSON,12365,43.319292,-88.16818,1,rooftop,W208N16531,"Tweed Ct",Jackson,WI,"Washington County",53037,US,Washington
USC00145132,8796.9,518,39.0542,-96.2367,309.4,KS,"MC FARLAND",12358,39.053853,-96.236762,1,rooftop,303,"Wheeler Ave","Mc Farland",KS,"Wabaunsee County",66501,US,Statewide
USW00012912,8791.7,519,28.8614,-96.9303,35.1,TX,"VICTORIA RGNL AP",6412,28.8614,-96.9303,0.16,nearest_place,,,Telferner,TX,"Victoria County",77988,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010C06S,8771.9,520,46.78,-110.62,2468.9,MT,"Spur Park",8917,46.78,-110.62,0.04,nearest_place,,,Neihart,MT,"Judith Basin County",59465,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006K10S,8770.2,521,39.29,-106.55,3169.9,CO,Ivanhoe,9736,39.29,-106.55,0.18,nearest_place,,,Nast,CO,"Pitkin County",81642,US,"TIGER/Line® dataset from the US Census Bureau"
USW00003928,8759.4,522,37.6544,-97.4425,406.9,KS,WICHITA,10701,37.654199,-97.443352,0.99,rooftop,2204,"S Tyler Rd",Wichita,KS,"Sedgwick County",67209,US,Statewide
USS0020B02S,8753.9,523,47.35,-120.68,1292.4,WA,"Blewett Pass",7042,47.35,-120.68,0.07,nearest_place,,,Liberty,WA,"Chelan County",98922,US,"TIGER/Line® dataset from the US Census Bureau"
USC00258395,8742.7,524,40.6661,-96.1892,335.3,NE,SYRACUSE,9817,40.666031,-96.188934,1,rooftop,1485,"Walnut St",Syracuse,NE,"Otoe County",68446,US,Otoe
USW00014922,8724.6,525,44.8831,-93.2289,265.8,MN,"MINNEAPOLIS/ST PAUL AP",10975,44.882571,-93.227202,0.98,rooftop,3120,"Cargo Rd",Minneapolis,MN,"Hennepin County",55450,US,Hennepin
USC00472055,8716.3,526,44.3514,-87.812,247.2,WI,"DENMARK WWTP",11350,44.351517,-87.812622,0.99,rooftop,400,"Mahlik Ln",Denmark,WI,"Brown County",54208,US,Brown
RQC00663532,8696.6,527,17.9728,-66.9458,45.7,PR,"ENSENADA 1 W",5281,17.971889,-66.945014,0.97,nearest_street,1,"Cll Gardenia",Ensenada,PR,"Gunica Municipio",00647,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005K05S,8663.5,528,39.67,-105.9,3474.7,CO,"Loveland Basin",8177,39.67891,-105.903364,1,nearest_street,,"I 70",Silverthorne,CO,"Clear Creek County",80497,US,"TIGER/Line® dataset from the US Census Bureau"
USW00023213,8650.2,529,38.5039,-122.8103,34.7,CA,"SANTA ROSA SONOMA CO AP",13205,38.500047,-122.809801,0.95,nearest_street,3596,"Laughlin Rd",Windsor,CA,"Sonoma County",95492,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L06S,8630.5,530,38.51,-119.63,2357.9,CA,"Poison Flat",10249,38.51,-119.63,0.06,nearest_place,,,Coleville,CA,"Alpine County",96107,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M21S,8626.4,531,37.62,-107.03,3429,CO,"Middle Creek",11588,37.62,-107.03,0.07,nearest_place,,,"Spar City",CO,"Mineral County",81130,US,"TIGER/Line® dataset from the US Census Bureau"
USC00253050,8586.4,532,41.43,-96.4669,359.7,NE,FREMONT,10265,41.429542,-96.46618,0.98,nearest_street,100,"N Garden City Rd",Fremont,NE,"Dodge County",68025,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006J12S,8573.7,533,40.88,-106.05,2956.6,CO,Roach,9091,40.88,-106.05,0.05,nearest_place,,,"Mountain Home",WY,,82070,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005P08S,8563.3,534,35.78,-105.54,3389.4,NM,"Wesner Springs",9759,35.78,-105.54,0.07,nearest_place,,,Tererro,NM,"San Miguel County",87573,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014942,8560.7,535,41.3103,-95.8992,299.3,NE,"OMAHA EPPLEY AIRFIELD",10150,41.308098,-95.906238,0.94,nearest_street,1949,"Fort Ct",Omaha,NE,"Douglas County",68110,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014826,8517.7,536,42.9667,-83.7494,234.7,MI,"FLINT BISHOP INTL AP",9506,42.973655,-83.752352,0.93,nearest_street,3898,"W Bristol Rd",Flint,MI,"Genesee County",48507,US,"TIGER/Line® dataset from the US Census Bureau"
USS0018E16S,8515.3,537,44.25,-118.52,1789.2,OR,"Blue Mountain Spring",8872,44.25,-118.52,0.03,nearest_place,,,"Prairie City",OR,"Grant County",97869,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005J05S,8496.4,538,40.2,-105.6,2913.9,CO,"Wild Basin",8614,40.2,-105.6,0.12,nearest_place,,,"Meeker Park",CO,"Boulder County",80510,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010J30S,8489.9,539,40.58,-110.59,3230.9,UT,"Brown Duck",10786,40.58,-110.59,0.03,nearest_place,,,Hanna,UT,"Duchesne County",84031,US,"TIGER/Line® dataset from the US Census Bureau"
USW00012921,8469.4,540,29.5442,-98.4839,240.5,TX,"SAN ANTONIO INTL AP",5602,29.545635,-98.483009,0.98,rooftop,11200,"E Coker Loop","San Antonio",TX,"Bexar County",78216,US,Bexar
USS0008K04S,8410.9,541,39.06,-108.06,3048,CO,"Mesa Lakes",9707,39.06,-108.06,0.27,nearest_place,,,"Mesa Lakes",CO,"Mesa County",81643,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006J27S,8395,542,40.4,-105.96,3133.3,CO,"Never Summer",7641,40.4,-105.96,0.05,nearest_place,,,Gould,CO,"Jackson County",80480,US,"TIGER/Line® dataset from the US Census Bureau"
USS0014G02S,8386.5,543,42.18,-114.29,2097,ID,"Magic Mountain",9866,42.18,-114.29,0.03,nearest_place,,,Rogerson,ID,"Twin Falls County",83302,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011R10S,8365.4,544,34.37,-111.01,2417.1,AZ,Promontory,11195,34.37,-111.01,0.05,nearest_place,,,"Forest Lakes",AZ,"Coconino County",85931,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011E30S,8346.7,545,44.61,-111.15,2072.6,MT,"Whiskey Creek",9789,44.61,-111.15,0.04,nearest_place,,,"West Yellowstone",MT,"Gallatin County",59758,US,"TIGER/Line® dataset from the US Census Bureau"
USC00204090,8338.5,546,45.7858,-88.0842,326.4,MI,"IRON MTN-KINGSFORD WWTP",9988,45.785967,-88.082068,0.97,nearest_street,2352,"State Hwy 95",Kingsford,MI,"Dickinson County",49802,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L39S,8331.2,547,38.67,-119.82,1863.9,CA,"Spratt Creek",9744,38.67,-119.82,0.07,nearest_place,,,Markleeville,CA,"Alpine County",96120,US,"TIGER/Line® dataset from the US Census Bureau"
USS0018E05S,8327.3,548,44.83,-118.19,1783.1,OR,Bourne,7961,44.825148,-118.196887,0.93,nearest_street,7300,"SE 103rd Ave",Portland,OR,"Baker County",97266,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005J06S,8316.2,549,40.81,-105.77,3115.1,CO,"Deadman Hill",8338,40.810621,-105.770389,0.98,nearest_street,450,"Dead Man Hill Rd","Red Feather Lakes",CO,"Larimer County",80545,US,"TIGER/Line® dataset from the US Census Bureau"
USS0013C44S,8315.6,550,46.1,-113.13,2514.6,MT,"Barker Lakes",7056,46.1,-113.13,0.12,nearest_place,,,"Anaconda-Deer Lodge County",MT,"Deer Lodge County",59711,US,"TIGER/Line® dataset from the US Census Bureau"
USC00250435,8309,551,40.3706,-95.7469,283.5,NE,"AUBURN 5 ESE",9643,40.37103,-95.743798,0.96,nearest_street,64367,"727 A Rd",Brownville,NE,"Nemaha County",68321,US,"TIGER/Line® dataset from the US Census Bureau"
USS0015E08S,8304.5,552,44.29,-115.66,1639.8,ID,"Cozy Cove",8441,44.29,-115.66,0.03,nearest_place,,,Lowman,ID,"Valley County",83637,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094725,8292.3,553,44.9358,-74.8458,65.2,NY,"MASSENA INTL AP",8714,44.933087,-74.842416,0.95,nearest_street,184,"Administration Building Rd",Massena,NY,"St. Lawrence County",13662,US,"TIGER/Line® dataset from the US Census Bureau"
USC00141467,8276.4,554,37.7206,-97.7936,421.5,KS,"CHENEY 5N",10524,37.720256,-97.793075,0.99,rooftop,39500,"W 21st St N",Cheney,KS,"Sedgwick County",67025,US,Statewide
USC00415429,8266.3,555,29.6756,-97.6578,121.9,TX,LULING,6762,29.676042,-97.658122,0.99,rooftop,525,Mulberry,Luling,TX,"Caldwell County",78648,US,Capcog
USW00014845,8255.4,556,43.5331,-84.0797,201.2,MI,"SAGINAW MBS INTL AP",8744,43.52388,-84.067779,0.91,nearest_street,7806,"W Freeland Rd",Freeland,MI,"Saginaw County",48623,US,"TIGER/Line® dataset from the US Census Bureau"
USC00258465,8254.8,557,40.3544,-96.1939,338.3,NE,"TECUMSEH 1S",10848,40.362268,-96.195422,0.93,nearest_street,540,"S 3rd St",Tecumseh,NE,"Johnson County",68450,US,"TIGER/Line® dataset from the US Census Bureau"
USS0013D16S,8251.2,558,45.67,-113.95,1889.8,ID,"Moose Creek",7324,45.67,-113.95,0.06,nearest_place,,,Gibbonsville,ID,"Lemhi County",83463,US,"TIGER/Line® dataset from the US Census Bureau"
USS0008M06S,8247.2,559,37.79,-108.02,3048,CO,"El Diente Peak",9988,37.790677,-108.019906,0.98,nearest_street,40070,"Dunton Rd",Dolores,CO,"Dolores County",81323,US,"TIGER/Line® dataset from the US Census Bureau"
USS0008G10S,8243,560,42.59,-108.9,2956.6,WY,"Deer Park",7476,42.59,-108.9,0.05,nearest_place,,,"South Pass City",WY,"Fremont County",82520,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014939,8211.4,561,40.8508,-96.7475,362.7,NE,"LINCOLN MUNI AP",9174,40.850836,-96.747408,1,rooftop,3801,"N Park Rd",Lincoln,NE,"Lancaster County",68524,US,Lincoln
USW00014913,8209,562,46.8369,-92.2097,435.3,MN,DULUTH,8702,46.836885,-92.209753,1,rooftop,5023,"Miller Trunk Hwy",Duluth,MN,"St. Louis County",55811,US,"St Louis"
USC00259200,8203.4,563,41.845,-96.7142,399.3,NE,"W PT",8003,41.845013,-96.712986,0.99,rooftop,126,"W Pennsylvania St","West Point",NE,"Cuming County",68788,US,Cuming
USW00094849,8155.1,564,45.0717,-83.5644,208.5,MI,"ALPENA CO RGNL AP",9294,45.069919,-83.568192,0.95,nearest_street,1533,"Airport Rd",Alpena,MI,"Alpena County",49707,US,"TIGER/Line® dataset from the US Census Bureau"
USC00340215,8129,565,36.2483,-98.1883,364.2,OK,AMES,10590,36.248453,-98.18891,0.98,nearest_street,103,"Alva St",Ames,OK,"Major County",73718,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010S01S,8127.9,566,33.81,-110.92,2103.1,AZ,"Workman Creek",10226,33.81,-110.92,0.09,nearest_place,,,Young,AZ,"Gila County",85554,US,"TIGER/Line® dataset from the US Census Bureau"
USS0013E18S,8124.2,567,44.44,-113.32,2788.9,ID,"Meadow Lake",8000,44.44,-113.32,0.03,nearest_place,,,Leadore,ID,"Lemhi County",83464,US,"TIGER/Line® dataset from the US Census Bureau"
US1TXWO0010,8122.2,568,29.2829,-98.2456,182.9,TX,"ELMENDORF 5.6 ENE",6007,29.283502,-98.245517,0.99,rooftop,418,"Meadow View Dr",Adkins,TX,"Wilson County",78101,US,"Statewide Partial"
USW00014926,8121.6,569,45.5433,-94.0514,310.3,MN,"ST CLOUD RGNL AP",10651,45.545424,-94.047407,0.95,nearest_street,5575,"Co Rd 62","Saint Cloud",MN,"Sherburne County",56304,US,"TIGER/Line® dataset from the US Census Bureau"
USW00024257,8113.7,570,40.5175,-122.2986,151.5,CA,"REDDING MUNI AP",10935,40.518685,-122.300502,0.97,rooftop,6107,"Airport Rd",Redding,CA,"Shasta County",96002,US,"Shasta County"
USS0005J41S,8102,571,39.94,-105.59,2956.6,CO,"Lake Eldora",7220,39.945209,-105.582136,0.93,nearest_street,1160,"Bryan Ave",Nederland,CO,"Boulder County",80466,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M12S,8098.4,572,37.75,-107.69,3200.4,CO,"Molas Lake",10418,37.75,-107.69,0.07,nearest_place,,,Silverton,CO,"San Juan County",81433,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094814,8095.5,573,44.3592,-84.6739,350.8,MI,"HOUGHTON LK ROSCOMMON AP",9678,44.358985,-84.678154,0.95,nearest_street,1201,"Kingston Rd","Houghton Lake",MI,"Roscommon County",48629,US,"TIGER/Line® dataset from the US Census Bureau"
USC00259513,8091.7,574,40.9153,-97.5997,491.6,NE,"YORK 3N",10061,40.92191,-97.597584,1,nearest_street,1500,"Us Hwy 81",Benedict,NE,"York County",68316,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007E36S,8071.6,575,44.4,-107.06,3005.3,WY,"Cloud Peak Reservoir",7856,44.4,-107.06,0.04,nearest_place,,,Saddlestring,WY,"Johnson County",82840,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010J55S,8060.2,576,40.84,-110.01,3119.6,UT,"Spirit Lk",8974,40.84,-110.01,0.04,nearest_place,,,"Mc Kinnon",WY,,82938,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014943,8059.9,577,42.3914,-96.3792,333.8,IA,"SIOUX CITY GATEWAY AP",8612,42.395759,-96.373185,0.93,nearest_street,6396,"Halsey St","Sioux City",IA,"Woodbury County",51111,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005J42S,8051.4,578,40.04,-105.54,3020.6,CO,Niwot,7654,40.028889,-105.531009,0.9,nearest_street,211,"Co Rd 116",Nederland,CO,"Boulder County",80466,US,"TIGER/Line® dataset from the US Census Bureau"
USS0020K04S,8048.4,579,39.45,-120.29,2134.5,CA,"Independence Camp",8932,39.45,-120.29,0.07,nearest_place,,,Truckee,CA,"Sierra County",96160,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005P09S,8039.4,580,35.77,-105.78,3488.4,NM,"Santa Fe",9179,35.77,-105.78,0.11,nearest_place,,,"Santa Fe",NM,"Santa Fe County",87501,US,"TIGER/Line® dataset from the US Census Bureau"
USS0005K26S,8000.2,581,39.57,-105.8,3340.6,CO,"Jackwhacker Gulch",9146,39.57,-105.8,0.14,nearest_place,,,Montezuma,CO,"Clear Creek County",80435,US,"TIGER/Line® dataset from the US Census Bureau"
USS0008M07S,7995.5,582,37.89,-108.2,2926.1,CO,"Lone Cone",9207,37.89,-108.2,0.05,nearest_place,,,Dunton,CO,"San Miguel County",81323,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011R12S,7995.2,583,34.97,-111.51,2590.8,AZ,"Mormon Mtn Summit",9339,34.97,-111.51,0.1,nearest_place,,,"Mormon Lake",AZ,"Coconino County",86038,US,"TIGER/Line® dataset from the US Census Bureau"
USS0008L02S,7984.7,584,38.42,-108.38,2865.1,CO,"Columbine Pass",10197,38.42,-108.38,0.04,nearest_place,,,Nucla,CO,"Montrose County",81424,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006K46S,7980.1,585,39.26,-106.63,3081.5,CO,"Chapman Tunnel",8596,39.26,-106.63,0.19,nearest_place,,,Nast,CO,"Pitkin County",81642,US,"TIGER/Line® dataset from the US Census Bureau"
USS0018E03S,7979.4,586,44.87,-118.11,1679.4,OR,"Eilertson Meadows",7350,44.87,-118.11,0.11,nearest_place,,,"Rock Creek",OR,"Baker County",97833,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007K02S,7945,587,39.88,-107.6,2865.1,CO,"Burro Mountain",8564,39.877259,-107.59607,0.95,nearest_street,9266,"F S 245",Meeker,CO,"Rio Blanco County",81641,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M34S,7933.8,588,37.48,-107.63,3413.8,CO,"Stump Lakes",10701,37.48,-107.63,0.07,nearest_place,,,Vallecito,CO,"La Plata County",81122,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011H07S,7928.8,589,41.92,-111.47,2348.5,UT,"Garden City Summit",7863,41.925035,-111.471192,1,nearest_street,399,"Us Hwy 89","Garden City",UT,"Rich County",84028,US,"TIGER/Line® dataset from the US Census Bureau"
USS0017H08S,7921.3,590,41.67,-117.57,2603.9,NV,"Granite Peak",9185,41.67,-117.57,0.04,nearest_place,,,"Paradise Valley",NV,"Humboldt County",89426,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011K31S,7920,591,39.13,-111.44,2874.3,UT,"Buck Flat",9029,39.13,-111.44,0.04,nearest_place,,,Moore,UT,"Sanpete County",84523,US,"TIGER/Line® dataset from the US Census Bureau"
USS0012D11S,7913.3,592,45.41,-112.96,2529.8,MT,"Mule Creek",6827,45.41,-112.96,0.06,nearest_place,,,Polaris,MT,"Beaverhead County",59746,US,"TIGER/Line® dataset from the US Census Bureau"
USS0020K03S,7911.7,593,39.49,-120.28,1967.8,CA,"Independence Creek",9437,39.49,-120.28,0.06,nearest_place,,,Sierraville,CA,"Sierra County",96126,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M27S,7905.5,594,37.93,-107.68,2987,CO,Idarado,8813,37.93,-107.68,1,nearest_place,,,Ironton,CO,"Ouray County",81427,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006K01S,7879.7,595,39.36,-106.06,3474.7,CO,"Hoosier Pass",8927,39.356883,-106.062138,0.95,nearest_street,379,"Lakeview Dr",Alma,CO,"Park County",80420,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007K09S,7871.5,596,39.13,-107.29,2895.6,CO,"Mc Clure Pass",9939,39.13,-107.29,0.11,nearest_place,,,Redstone,CO,"Gunnison County",81623,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010E20S,7863.1,597,44.46,-110.14,2170.2,WY,"Sylvan Road",7512,44.46,-110.14,0.05,nearest_place,,,"Pahaska Tepee",WY,"Park County",82414,US,"TIGER/Line® dataset from the US Census Bureau"
USS0014F12S,7859.7,598,43.87,-114.71,2676.1,ID,"Galena Summit",8035,43.871999,-114.715774,0.94,nearest_street,13548,"State Hwy 75 Scn",Ketchum,ID,"Blaine County",83340,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006L14S,7851.6,599,38.99,-106.75,3243.1,CO,"Upper Taylor",8513,38.99,-106.75,0.05,nearest_place,,,Aspen,CO,"Gunnison County",81612,US,"TIGER/Line® dataset from the US Census Bureau"
USC00148950,7831.1,600,38.2936,-97.9114,472.4,KS,"WINDOM 7S",9339,38.293619,-97.910908,0.99,rooftop,825,"1st Ave",Windom,KS,"McPherson County",67491,US,Statewide
USS0005M14S,7828.4,601,37.21,-105.12,3115.1,CO,"Whiskey Ck",8874,37.21,-105.12,0.12,nearest_place,,,Weston,CO,"Las Animas County",81091,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094911,7799.8,602,42.8783,-97.3633,359.7,SD,"YANKTON 2 E",8866,42.877892,-97.363324,0.99,rooftop,907,"Marsh Rd",Yankton,SD,"Yankton County",57078,US,Statewide
USC00344019,7774,603,36.5381,-98.2661,411.5,OK,"HELENA 1 SSE",10362,36.543321,-98.265582,0.94,nearest_street,101,"State Hwy 58",Helena,OK,"Alfalfa County",73741,US,"TIGER/Line® dataset from the US Census Bureau"
USS0012C11S,7771.9,604,46.36,-112.26,2438.4,MT,"Rocker Peak",7670,46.36,-112.26,0.14,nearest_place,,,Basin,MT,"Jefferson County",59631,US,"TIGER/Line® dataset from the US Census Bureau"
USS0012G17S,7765.3,605,42.76,-112.48,1978.2,ID,"Wildhorse Divide",8677,42.76,-112.48,0.1,nearest_place,,,Pocatello,ID,"Bannock County",83205,US,"TIGER/Line® dataset from the US Census Bureau"
US1KSJW0001,7750.5,606,39.9421,-97.9872,495.9,KS,"WEBBER 2.6 ENE",9977,39.942604,-97.988032,0.99,rooftop,2696,"280th Rd",Webber,KS,"Jewell County",66970,US,Statewide
USS0007E12S,7744.4,607,44.72,-107.4,2706.6,WY,"Sucker Creek",8371,44.72,-107.4,0.07,nearest_place,,,Dayton,WY,"Sheridan County",82836,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014944,7729.4,608,43.5878,-96.7289,435.9,SD,"SIOUX FALLS",10054,43.58796,-96.728836,1,rooftop,3,"W Weather Ln","Sioux Falls",SD,"Minnehaha County",57104,US,Statewide
USW00013980,7718.6,609,37.155,-98.0283,408.4,KS,ANTHONY,10781,37.154989,-98.028706,1,rooftop,321,"N Anthony",Anthony,KS,"Harper County",67003,US,"Harper County"
USS0008M02S,7706.9,610,37.43,-108.17,3048,CO,Mancos,7531,37.43,-108.17,0.06,nearest_place,,,Mancos,CO,"Montezuma County",81328,US,"TIGER/Line® dataset from the US Census Bureau"
USS0021C39S,7705.4,611,46.36,-121.08,1560.6,WA,"Lost Horse",7323,46.36,-121.08,0.03,nearest_place,,,"White Swan",WA,"Yakima County",98952,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006M21S,7701.4,612,37.47,-106.54,3541.8,CO,Grayback,9356,37.47,-106.54,0.04,nearest_place,,,"South Fork",CO,"Rio Grande County",81154,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M05S,7688.8,613,37.65,-107.81,2706.6,CO,Cascade,10145,37.650421,-107.809509,0.99,rooftop,21,"Meadowview Dr",Durango,CO,"San Juan County",81301,US,Statewide
USS0011C02S,7687.8,614,46.58,-111.27,2026.9,MT,"Pickfoot Creek",6762,46.58,-111.27,0.05,nearest_place,,,"White Sulphur Springs",MT,"Meagher County",59645,US,"TIGER/Line® dataset from the US Census Bureau"
USW00012924,7687.1,615,27.7839,-97.5108,13.7,TX,"CORPUS CHRISTI",6505,27.784448,-97.510706,0.98,nearest_street,317,"Pinson Dr","Corpus Christi",TX,"Nueces County",78406,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010E07S,7656.2,616,44.37,-110.58,2432.3,WY,"Thumb Divide",7515,44.37,-110.58,0.16,nearest_place,,,"West Thumb",WY,"Teton County",82190,US,"TIGER/Line® dataset from the US Census Bureau"
USC00252037,7650.1,617,42.7364,-97.4969,426.7,NE,CROFTON,8440,42.736185,-97.49688,1,rooftop,204,"W Wyoming St Crofton",Crofton,NE,"Knox County",68730,US,Knox
USS0012B13S,7639.6,618,47.92,-112.79,1706.9,MT,Waldron,7905,47.92,-112.79,0.02,nearest_place,,,Bynum,MT,"Teton County",59419,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006J15S,7623.5,619,40.85,-106.97,2651.8,CO,"Elk River",7861,40.851186,-106.968445,0.97,nearest_street,64001,"Lof Way",Clark,CO,"Routt County",80428,US,"TIGER/Line® dataset from the US Census Bureau"
USC00253065,7616.8,620,40.6558,-97.2208,467.9,NE,"FRIEND 3E",10630,40.655901,-97.221153,1,rooftop,876,"Us Hwy 6",Friend,NE,"Saline County",68359,US,Saline
USS0011R03S,7610.1,621,34.94,-111.52,2286,AZ,"Mormon Mountain",9637,34.94,-111.52,0.13,nearest_place,,,"Mormon Lake",AZ,"Coconino County",86038,US,"TIGER/Line® dataset from the US Census Bureau"
